lat,lon,country,state,elevation,region,is_near_boundary
-1.739583333333334,-80.60375,Ecuador,Santa Elena,597.0,Santa Elena,True
-1.739583333333334,-78.93708333333333,Ecuador,Bolívar,3653.0,Bolívar,True
-1.7404166666666674,-80.53708333333333,Ecuador,Manabí,578.0,Manabí,True
-1.7404166666666674,-78.87041666666667,Ecuador,Chimborazo,4011.0,Chimborazo,True
-1.7420833333333343,-80.40375,Ecuador,Manabí,249.0,Manabí,True
-1.7429166666666678,-80.33708333333334,Ecuador,Guayas,99.0,Guayas,True
-1.7437500000000004,-80.27041666666666,Ecuador,Guayas,80.0,Guayas,True
-1.7454166666666673,-78.47041666666667,Ecuador,Chimborazo,4284.0,Chimborazo,True
-1.7462500000000007,-78.40375,Ecuador,Morona Santiago,3864.0,Morona Santiago,True
-1.7495833333333337,-79.80375,Ecuador,Guayas,11.0,Guayas,True
-1.7504166666666672,-79.73708333333333,Ecuador,Los Ríos,8.0,Los Ríos,True
-1.752083333333334,-77.93708333333333,Ecuador,Morona Santiago,933.0,Morona Santiago,True
-1.7529166666666676,-77.87041666666667,Ecuador,Pastaza,779.0,Pastaza,True
-1.753750000000001,-77.80375,Ecuador,Pastaza,748.0,Pastaza,True
-1.7562500000000005,-79.27041666666666,Ecuador,Los Ríos,178.0,Los Ríos,True
-1.757083333333334,-79.20375,Ecuador,Bolívar,881.0,Bolívar,True
-1.7579166666666675,-80.80375,Ecuador,Santa Elena,0.0,Santa Elena,True
-1.7579166666666675,-75.80375,Ecuador,Pastaza,236.0,Pastaza,True
-1.758750000000001,-79.07041666666666,Ecuador,Bolívar,2668.0,Bolívar,True
-1.758750000000001,-75.73708333333333,Perú,Loreto,238.0,Perú,True
-1.7595833333333344,-79.00375,Ecuador,Bolívar,2718.0,Bolívar,True
-1.7604166666666679,-80.60375,Ecuador,Santa Elena,463.0,Santa Elena,True
-1.7604166666666679,-78.93708333333333,Ecuador,Chimborazo,3193.0,Chimborazo,True
-1.7612500000000004,-80.53708333333333,Ecuador,Manabí,608.0,Manabí,True
-1.7612500000000004,-78.87041666666667,Ecuador,Chimborazo,4115.0,Chimborazo,True
-1.762083333333334,-80.47041666666667,Ecuador,Manabí,487.0,Manabí,True
-1.7629166666666674,-80.40375,Ecuador,Manabí,169.0,Manabí,True
-1.7637500000000008,-80.33708333333334,Ecuador,Guayas,102.0,Guayas,True
-1.7662500000000003,-78.47041666666667,Ecuador,Chimborazo,4365.0,Chimborazo,True
-1.7670833333333338,-78.40375,Ecuador,Morona Santiago,3211.0,Morona Santiago,True
-1.7704166666666676,-79.80375,Ecuador,Guayas,8.0,Guayas,True
-1.771250000000001,-79.73708333333333,Ecuador,Los Ríos,10.0,Los Ríos,True
-1.7729166666666671,-77.93708333333333,Ecuador,Morona Santiago,939.0,Morona Santiago,True
-1.7737500000000006,-77.87041666666667,Ecuador,Morona Santiago,760.0,Morona Santiago,True
-1.774583333333334,-77.80375,Ecuador,Pastaza,921.0,Pastaza,True
-1.7770833333333345,-79.27041666666666,Ecuador,Los Ríos,140.0,Los Ríos,True
-1.777916666666667,-79.20375,Ecuador,Bolívar,847.0,Bolívar,True
-1.7787500000000005,-80.80375,Ecuador,Santa Elena,0.0,Santa Elena,True
-1.7787500000000005,-75.80375,Ecuador,Pastaza,242.0,Pastaza,True
-1.779583333333334,-80.73708333333333,Ecuador,Santa Elena,50.0,Santa Elena,True
-1.779583333333334,-79.07041666666666,Ecuador,Bolívar,2682.0,Bolívar,True
-1.779583333333334,-75.73708333333333,Perú,Loreto,227.0,Perú,True
-1.7804166666666674,-79.00375,Ecuador,Chimborazo,2725.0,Chimborazo,True
-1.7812500000000009,-80.60375,Ecuador,Santa Elena,495.0,Santa Elena,True
-1.7812500000000009,-78.93708333333333,Ecuador,Chimborazo,3456.0,Chimborazo,True
-1.7820833333333344,-80.53708333333333,Ecuador,Manabí,638.0,Manabí,True
-1.7829166666666678,-80.47041666666667,Ecuador,Manabí,485.0,Manabí,True
-1.7837500000000004,-80.40375,Ecuador,Guayas,212.0,Guayas,True
-1.7845833333333339,-80.33708333333334,Ecuador,Guayas,105.0,Guayas,True
-1.7870833333333342,-78.47041666666667,Ecuador,Chimborazo,4219.0,Chimborazo,True
-1.7879166666666677,-78.40375,Ecuador,Morona Santiago,2783.0,Morona Santiago,True
-1.7912500000000007,-79.80375,Ecuador,Guayas,4.0,Guayas,True
-1.7920833333333341,-79.73708333333333,Ecuador,Los Ríos,5.0,Los Ríos,True
-1.7929166666666676,-79.67041666666667,Ecuador,Los Ríos,4.0,Los Ríos,True
-1.7945833333333336,-77.87041666666667,Ecuador,Morona Santiago,856.0,Morona Santiago,True
-1.795416666666667,-77.80375,Ecuador,Pastaza,797.0,Pastaza,True
-1.7979166666666675,-79.27041666666666,Ecuador,Los Ríos,80.0,Los Ríos,True
-1.798750000000001,-79.20375,Ecuador,Bolívar,985.0,Bolívar,True
